sen1	sen2	src	score
한 여성이 떠다니는 뗏목에서 쉬고 있다.	여자는 튜브 안에서 긴장을 풀다.	main-captions	3.800
한 남자가 수술실에서 죽어가고 있다.	남자가 무대에서 여자에게 키스하고 있다.	main-captions	0.400
남자가 잎을 들고 있다.	한 여성이 텔레비전을 보고 있다.	main-captions	0.000
사람이 말을 타고 있다.	한 여성이 감자를 썰고 있다.	main-captions	0.000
한 여성이 문어를 자르고 있다.	남자가 기타를 치고 있다.	main-captions	0.000
한 남자가 물병을 깨고 있다.	한 여성이 마늘을 껍질을 벗기고 있다.	main-captions	0.200
남자가 기타를 치고 있다.	한 여성이 야채를 자르고 있다.	main-captions	0.000
한 소녀가 컵케이크를 먹고 있다.	남자가 오이를 자르고 있다.	main-captions	0.000
그 어린 소녀는 개와 공을 가지고 잔디 위에서 놀았다.	아기는 개와 공을 가지고 놀아요.	main-captions	3.800
사람들은 뗏목을 타고 노를 저어 줍니다.	네 사람이 뗏목 위에 떠 있다.	main-captions	2.250
그 여자는 감자를 잘랐다.	남자가 감자를 자르고 있다.	main-captions	2.400
미사일이 폭발했다.	로켓이 폭발했다.	main-captions	3.200
개 한 마리가 눈 속에서 놀고 있다.	개 한 마리가 카펫에 깔린 파리를 향해 발로 젓고 있다.	main-captions	1.600
한 여성이 다른 여자들과 춤을 추고 있다.	한 여성이 닭고기를 갈기갈기 찢고 있다.	main-captions	0.400
한 소년이 밴을 밀고 있다.	사람이 토마토를 자르고 있다.	main-captions	0.000
소년이 댄스 스텝을 만들고 있다.	한 소년이 투수로부터 뭔가를 따르고 있다.	main-captions	0.400
한 여성이 음료수를 따고 그것을 마시고 있다.	한 여성이 코끼리를 타고 있다.	main-captions	0.600
남자가 스피커 부품을 조립하고 있다.	남자가 기타를 치고 있다.	main-captions	1.000
개는 수영장 가장자리를 따라 걸었다.	개가 수영장을 따라 걷고 있다.	main-captions	4.600
버터가 그릇에 담겨지고 있다.	버터를 믹싱볼에 넣은 남자	main-captions	4.250
너구리가 먹고 있다.	남자가 먹고 있다.	main-captions	1.500
누군가 말에서 떨어졌다.	한 남자가 말에서 떨어져 쓰러진다.	main-captions	3.500
여자는 사과 껍질을 벗긴다.	한 남자가 오토바이에 바퀴를 튕긴다.	main-captions	0.000
한 남자가 수학 수업을 듣고 있다.	남자가 스테이크를 헹구고 있다.	main-captions	0.000
동물들이 물 속에서 놀고 있다.	두 남자가 탁구를 하고 있다.	main-captions	0.000
한 남자가 말을 타고 장애물을 뛰어넘고 있다.	한 남자가 축구공을 차고 있다.	main-captions	0.333
한 사람이 손으로 연필을 꼼꼼히 하고 있다.	사람이 당근을 반으로 자르고 있다.	main-captions	0.333
그 사람은 카메라에 불을 붙였다.	사람이 카메라를 불태우고 있다.	main-captions	3.333
남자가 상자에서 테이프를 자르고 있다.	남자가 상자를 자르고 있다.	main-captions	4.333
한 남자가 강에서 낚시를 하고 있다.	한 남자가 보도를 걸어가면서 노래를 부르고 있다.	main-captions	0.800
남자가 자전거를 타고 있다.	한 여성이 거리에서 춤을 추고 있다.	main-captions	0.200
남자가 팔굽혀펴기를 하고 있다.	한 여성이 문어를 자르고 있다.	main-captions	0.000
남자가 기타를 치고 있다.	한 여성이 돼지고기를 썰고 있다.	main-captions	0.000
그 어린 소년은 노래를 부르고 기타를 연주하고 있다.	아기가 기타를 치고 있다.	main-captions	2.800
여자가 얼굴에 분을 바르고 있다.	여자가 손가락으로 테이블을 두드리고 있다.	main-captions	0.800
한 여성이 감자 껍질을 벗기고 있다.	사자가 주위를 돌아다니고 있다.	main-captions	0.000
한 여성이 소총을 발사하고 있다.	남자가 묘기를 하고 있다.	main-captions	0.250
한 여성이 남자의 어깨에 화환을 얹는다.	한 남자가 조종사의 머리에 물을 붓는다.	main-captions	0.500
한 노파가 남자와 악수를 하고 있다.	남자와 여자는 악수를 한다.	main-captions	3.750
여자가 수상스키를 타고 있다.	한 여성이 호수에서 잠에서 깨고 있다.	main-captions	1.750
나무들이 폭풍우에 휘어지고 있다.	나무들은 매우 강한 바람에 의해 강타 당한다.	main-captions	2.667
한 남자와 여자가 차에 타고 있다.	한 여성이 새우를 튀기고 있다.	main-captions	0.400
남자가 나무다리를 움직이고 있다.	여자가 바이올린을 연주하고 있다.	main-captions	0.000
한 남자가 피아노를 친다.	한 여성이 바이올린을 연주하고 있다.	main-captions	1.000
사람은 프라이팬에 기름을 붓는다.	사람이 양파를 썰고 있다.	main-captions	0.800
동물이 먹고 있다.	여자가 춤을 추고 있다.	main-captions	0.000
여자가 개를 산책시키고 있다.	한 여성이 개를 길가로 산책시킨다.	main-captions	4.000
한 무리의 사람들이 노래를 부른다.	몇몇 사람들은 노래를 부르고 있다.	main-captions	5.000
고양이가 우유를 마시고 있다.	고양이가 우유접시에서 핥고 있다.	main-captions	4.400
한 소녀가 눈꺼풀을 만들고 있다.	한 여성이 아이섀도우를 바르고 있다.	main-captions	2.000
두 남자가 싸우고 있다.	두 남자가 무술의 한 형태를 사용하여 싸우고 있다.	main-captions	2.800
군 장교는 신병들에게 짖었다.	한 장교가 신병들과 이야기를 나누고 있다.	main-captions	2.500
남자가 닭고기를 용기에 넣고 있다.	한 남자가 상자에 음식을 넣고 있다.	main-captions	2.500
한 남자가 속기사 기계에 묶고 있다.	그 남자는 속기사를 사용했다.	main-captions	2.250
한 여성이 물 냄비에 파스타를 넣고 있다.	여자가 면을 만들고 있다.	main-captions	3.600
한 여성이 바위 위의 담요 위에 누워 책을 읽고 있다.	자리에 앉은 한 여성이 노래를 부르고 기타도 연주하고 있습니다.	main-captions	1.200
두 마리의 강아지가 서로 놀고 있다.	몇몇 남자들이 축구를 하고 있다.	main-captions	0.200
한 남자가 들판에서 달리고 있다.	한 남자가 밧줄을 타고 올라간다.	main-captions	1.000
남자가 누군가를 안고 있다.	남자가 사진을 찍고 있다.	main-captions	0.400
누군가가 냄비에 내화물을 부어 넣고 있다.	한 남자가 냄비에 야채를 넣는다.	main-captions	2.800
커플이 걷고 있다.	몇몇 남자들이 톱질을 하고 있다.	main-captions	0.000
사람이 기타를 치고 있다.	그 남자는 기타를 연주했다.	main-captions	3.000
사람이 팬에 음식을 넣고 있다.	한 여성이 쌀을 팬에 넣는다.	main-captions	3.000
한 무리의 펭귄들이 걷고 있다.	많은 양의 펭귄들이 바다로 향하고 있습니다.	main-captions	2.800
남자가 기타를 치고 있다.	누군가가 빵을 다루고 있다.	main-captions	0.000
개가 트램폴린을 타고 뛰어오르고 있다.	한 소년이 기타를 치고 있다.	main-captions	0.000
한 남자가 부엌 싱크대 위로 용기를 흔들고 있다.	남자가 플라스틱 용기를 비우고 있다.	main-captions	2.200
남자가 말과 함께 걷고 있다.	한 남자가 말의 정지선 옆을 지나가고 있다.	main-captions	3.750
종이는 가위로 자르고 있다.	종이 한 장이 잘리고 있다.	main-captions	4.000
사람이 새우 껍질을 벗긴다.	그 여자는 새우 껍질을 벗겼다.	main-captions	3.500
남자가 기타를 치고 있다.	한 남자가 그 신문을 읽으려고 한다.	main-captions	0.800
호텔에서 침대를 만드는 남자.	한 남자가 동물을 잡고 있다.	main-captions	0.800
개는 개 꼬리를 당기고 다리는 당겼다.	원숭이가 개 꼬리를 잡아당겼다.	main-captions	1.750
한 여성이 그릇에 달걀 두 개를 젓는다.	사람이 그릇에 재료를 넣고 섞고 있다.	main-captions	3.000
한 남자가 밖에서 줄넘기를 하고 있다.	한 여성이 오이를 자르고 있다.	main-captions	0.000
사람이 양파를 썰고 있다.	햄스터가 노래하고 있다.	main-captions	0.000
한 여성이 캥거루를 들고 있다.	모자를 쓴 남자가 노래를 부른다.	main-captions	0.000
축구선수들이 축구공을 골로 차 넣고 있다.	축구선수가 골을 넣는다.	main-captions	3.800
여자가 뭔가를 요리하고 있다.	한 여성이 프라이팬에 재료를 붓고 있다.	main-captions	3.200
한 여성이 해변에서 수영을 하고 있다.	한 여자가 바다의 파도 속에서 튀었다.	main-captions	3.200
남자가 다른 남자를 태우고 있다.	한 남자가 호스에서 물을 다른 사람에게 뿌린다.	main-captions	0.800
여자가 접시에 반죽을 넣고 있다.	여자는 그릇의 끈적 끈적 거리는 어떤 종류의를 당기고 있습니다.	main-captions	1.500
한 남자가 몸을 일으켜 회색 유튜브 티셔츠에 대해 이야기하고 있다.	남자가 티셔츠를 보여주고 있다.	main-captions	2.750
누군가 토마토 쐐기 그릇에 올리브유를 부어 넣는다.	그 남자는 토마토 조각에 기름을 부었다.	main-captions	3.750
남자가 기타를 치고 있다.	그 남자는 친구와 기타를 연주했다.	main-captions	3.200
누군가가 오크라를 냄비에 넣고 끓이고 있다.	누군가 토마토 쐐기 그릇에 올리브유를 부어 넣는다.	main-captions	0.800
사람이 감자 껍질을 벗기고 있다.	고양이가 작은 병을 핥고 있다.	main-captions	0.000
고양이가 상자 안으로 뛰어들고 있다.	한 젊은이가 나뭇잎에 대고 이야기를 하고 있다.	main-captions	0.000
여자가 기름을 양념하고 있다.	여자가 그릇에 재료를 붓고 있다.	main-captions	1.400
고양이가 소파 밑에서 거꾸로 미끄러져 내리고 있다.	고양이 한 마리가 등 위에 있는 가구 밑으로 기어가고 있다.	main-captions	3.200
남자가 키보드를 연주하는 동안 한 여성이 춤을 춘다.	한 여성이 무대에서 춤을 추고 있다.	main-captions	2.200
주방장이 수프 그릇을 치우고 있다.	남자가 그릇 가장자리를 닦고 있다.	main-captions	2.533
사막에서 폭발이 일어나고 있다.	사막에서 핵무기가 폭발한다.	main-captions	3.400
한 여자가 레몬을 썰다.	한 남자가 마이크에 대고 이야기하고 있다.	main-captions	0.000
과체중의 남자가 밧줄을 건너뛰고 있다.	한 젊은이가 춤을 추고 있다.	main-captions	0.800
그 여자는 날 달걀 두 개를 깨뜨렸다.	여자가 달걀을 그릇에 썰어 넣고 있다.	main-captions	3.200
남자는 칼을 사용하여 연필을 날카롭게 한다.	한 여성이 빗속에서 춤을 추고 있다.	main-captions	0.000
플라스틱 장난감들이 물에 떠 있다.	숙녀들이 춤을 추고 있다.	main-captions	0.000
거북이가 물고기를 따라갔다.	바다거북이 물고기를 사냥하고 있다.	main-captions	3.000
여자가 아이섀도우에 연필을 꽂고 있다.	소녀는 눈꺼풀에 아이펜슬을 쓰고 있다.	main-captions	2.800
남자가 신발끈을 묶고 있다.	한 개가 자전거를 타는 사람들의 어깨에 올라타고 있다.	main-captions	0.000
한 여성이 칼로 고기를 자르고 있다.	남자가 반죽을 뿌려주고 있다.	main-captions	0.417
개가 땅에서 뛰고 있다.	한 소녀가 손톱을 두드리고 있다.	main-captions	0.000
한 남자가 묶인 개를 쓰다듬고 있다.	한 남자가 개를 카메라에 보여주고 있다.	main-captions	1.000
어떤 여성이 다른 개들이 그들을 따라가면서 애완견과 함께 열린 땅 위를 걷고 있다.	한 남자가 개 몇 마리와 함께 걷고 있다.	main-captions	2.000
여자가 마늘을 씹고 있다.	사람이 디스크를 청소하고 있다.	main-captions	0.000
두 팀이 축구를 하고 있다.	여러 팀들이 경기장에서 축구를 하고 있다.	main-captions	2.500
쥐 같은 생물이 냄새를 맡고 있다.	한 동물이 땅 위를 걷고 있다.	main-captions	2.000
두 명의 스모 링거가 서로 싸우고 있다.	한 남자가 물속에서 물 장난감을 탄다.	main-captions	0.000
한 남자가 땅에 누워서 소총을 겨누고 있다.	한 남자가 토르티야에 버터를 바르고 있다.	main-captions	0.000
한 커플이 바다를 향해 달리고 있다.	한 남자와 여자가 손을 잡고 함께 달리고 있다.	main-captions	2.818
한 여성이 단단한 달걀을 자르고 있다.	사람이 삶은 달걀을 조각조각 자르고 있다.	main-captions	3.533
두 로봇이 키스를 나눈다.	남자와 여자 로봇이 키스를 하고 있다.	main-captions	3.800
고양이가 개를 만지려고 하고 있다.	고양이는 그의 머리를 만져서 개를 놀렸다.	main-captions	3.250
코뿔소가 풀밭에서 풀을 뜯었다.	코뿔소가 들판에서 풀을 뜯고 있다.	main-captions	4.000
그 남자는 작은 빨간 차를 몰고 교통을 돌아다녔다.	그 개는 해변에서 물속으로 뛰어갔다.	main-captions	0.000
남자가 빵을 자르고 있다.	한 남자가 축구공으로 묘기를 부리고 있다.	main-captions	1.000
고양이가 아이의 머리를 빠르게 때린다.	고양이와 소년이 함께 놀아요.	main-captions	2.600
고양이가 상자에서 놀고 있다.	개가 바닥 청소기를 가지고 놀고 있다.	main-captions	1.400
그 부부는 교회에서 춤을 추었다.	몇 개의 느린 춤	main-captions	3.200
